YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201504,93888,573603,4,2.52,"SSW","ETHEL",33.4975,-96.8697,3329850,9652182
201504,93888,574726,1,.71,"N","DENTON",33.2303,-97.1503,3313818,979018
201503,94021,566275,3,2.01,"ENE","KINGS CREEK",37.0634,-82.8877,373804,8253262
201503,94021,566275,4,2.43,"E","KINGS CREEK",37.045,-82.8764,372700,8252584
201503,94021,566276,1,1.31,"SSE","OSBORN",37.462,-82.6123,3727720,8236738
201503,94021,566276,2,1.49,"SSE","OSBORN",37.4616,-82.606,3727696,8236360
201503,94021,566276,3,1.8,"SSE","OSBORN",37.4563,-82.6065,3727378,8236390
201503,94021,566276,4,1.69,"S","OSBORN",37.4559,-82.6143,3727354,8236858
201503,94021,566277,1,0,"N","HINDMAN",37.33,-82.98,3719800,8258800
201503,94021,566277,2,1.26,"WSW","HINDMAN",37.3249,-83.0021,3719494,83126
201503,94021,566277,3,1.29,"WNW","HINDMAN",37.3354,-83.0026,3720124,83156
201503,94021,566277,4,.54,"NNW","HINDMAN",37.3369,-82.9847,3720214,8259082
201503,94021,566278,1,1.04,"ENE","TURKEY CREEK",37.6765,-82.3028,3740590,8218168
201503,94021,566278,2,.78,"WSW","SOUTH WILLIAMSON",37.676,-82.2934,3740560,8217604
201503,94021,566278,3,1.08,"WSW","SOUTH WILLIAMSON",37.6714,-82.2966,3740284,8217796
201503,94021,566278,4,.83,"ENE","TURKEY CREEK",37.6734,-82.3054,3740404,8218324
201503,94021,566279,1,2,"NNE","BOARD TREE",37.5567,-82.156,3733402,829360
201503,94021,566279,2,1.22,"SSE","FREEBURN",37.5542,-82.1398,3733252,828388
201503,94021,566279,3,.65,"NNE","ARROW",37.5391,-82.1474,3732346,828844
201503,94021,566279,4,1.16,"N","BOARD TREE",37.5468,-82.1695,3732808,8210170
201503,94021,566280,1,1.14,"E","STIDHAM",37.881,-82.5592,3752860,8233552
201503,94021,566280,2,1.44,"WNW","INEZ",37.8812,-82.5523,3752872,8233138
201503,94021,566280,3,1.33,"WNW","INEZ",37.8783,-82.552,3752698,8233120
201503,94021,566280,4,1.2,"E","STIDHAM",37.8777,-82.5582,3752662,8233492
201503,94021,566281,1,2,"E","CARRIE",37.33,-82.9936,3719800,8259616
201503,94021,566281,2,.39,"WNW","HINDMAN",37.3322,-82.9866,3719932,8259196
201503,94021,566281,3,.27,"W","HINDMAN",37.33,-82.985,3719800,8259100
201503,94021,566281,4,.72,"W","HINDMAN",37.3283,-82.9928,3719698,8259568
201503,94021,566282,1,0,"N","WAYLAND",37.45,-82.8,3727000,8248000
201503,94021,566282,2,.37,"SE","GLO",37.4458,-82.8158,3726748,8248948
201503,94021,566282,3,1.1,"SSW","WAYLAND",37.4362,-82.81,3726172,8248600
201503,94021,566282,4,.76,"SSE","WAYLAND",37.4392,-82.7973,3726352,8247838
201503,94021,566283,1,1.41,"NW","NEON",37.1938,-82.7188,3711628,8243128
201503,94021,566283,2,1.05,"NNW","NEON",37.1943,-82.7064,3711658,8242384
201503,94021,566283,3,.67,"NW","NEON",37.188,-82.7069,3711280,8242414
201503,94021,566283,4,1.22,"WNW","NEON",37.189,-82.7191,3711340,8243146
201503,94021,566284,1,0,"N","GARRETT",37.48,-82.83,3728800,8249800
201503,94021,566284,2,.58,"E","GARRETT",37.4798,-82.8195,3728788,8249170
201503,94021,566284,3,.65,"ESE","GARRETT",37.4759,-82.8194,3728554,8249164
201503,94021,566284,4,.28,"S","GARRETT",37.4759,-82.8298,3728554,8249788
201503,94021,566285,1,0,"N","HAZARD",37.25,-83.2,3715000,8312000
201503,94021,566285,2,.52,"W","LOTHAIR",37.2512,-83.1893,3715072,8311358
201503,94021,566285,3,.5,"SSW","LOTHAIR",37.2435,-83.1839,3714610,8311034
201503,94021,566285,4,.52,"SSE","HAZARD",37.2428,-83.197,3714568,8311820
201503,94021,566286,1,0,"N","MARTIN",37.57,-82.75,3734200,8245000
201503,94021,566286,2,.4,"ENE","ALPHORETTA",37.5723,-82.7634,3734338,8245804
201503,94021,566286,3,.42,"SE","ALPHORETTA",37.5663,-82.7638,3733978,8245828
201503,94021,566286,4,.29,"SSW","MARTIN",37.5663,-82.7525,3733978,8245150
201503,94021,566287,1,4,"WSW","VANCLEVE",37.6079,-83.4975,3736474,8329850
201503,94021,566287,2,.74,"N","WAR CREEK",37.6106,-83.4823,3736636,8328938
201503,94021,566287,3,.26,"SSW","LAWSON",37.5966,-83.4719,3735796,8328314
201503,94021,566287,4,.87,"SW","WAR CREEK",37.5917,-83.4918,3735502,8329508
201503,94021,569196,1,0,"N","EVARTS",36.87,-83.2,3652200,8312000
201503,94021,569196,2,.51,"WNW","DARKMONT",36.8717,-83.189,3652302,8311340
201503,94021,569196,3,.4,"WSW","DARKMONT",36.8679,-83.1867,3652074,8311202
201503,94021,569196,4,.46,"SSE","EVARTS",36.8641,-83.1961,3651846,8311766
201503,94022,565442,1,.99,"WSW","EDGERLY",30.2253,-93.5156,3013518,9330936
201503,94022,565442,2,9.15,"WSW","NIBLETTS BLUFF",30.1363,-93.8143,308178,9348858
201503,94022,565442,3,26.8,"SW","NIBLETTS BLUFF",29.9496,-94.0224,2956976,941344
201503,94022,565442,4,26.23,"SW","TOOMEY",29.8824,-93.9362,2952944,9356172
201505,94024,565447,1,2.62,"WNW","HANFORD",43.09,-93.2,435400,9312000
201505,94024,565448,1,.86,"SE","LATIMER",42.76,-93.36,4245600,9321600
201505,94025,565446,1,1.25,"ENE","BUSSEY",41.21,-92.88,4112600,9252800
201504,94029,565458,1,.9,"SE","PACE",33.79,-90.86,3347400,9051600
201504,94029,565459,1,2.88,"E","SHAW",33.6,-90.77,3336000,9046200
201504,94029,565475,1,5.78,"W","OXBERRY",33.77,-90.13,3346200,907800
201504,94029,565482,1,1.35,"WSW","BLANTON",32.74,-90.94,3244400,9056400
201504,94029,565484,1,.58,"W","CAMPBELLSVILLE",32.82,-90.71,3249200,9042600
201504,94029,565485,1,.58,"E","SATARTIA",32.67,-90.54,3240200,9032400
201504,94029,565486,1,1.35,"ESE","JONESTOWN",32.82,-90.41,3249200,9024600
201504,94029,565487,1,1.38,"N","BENTONIA",32.65,-90.37,3239000,9022200
201504,94029,565488,1,2.15,"SSW","RICHTON",32.55,-90.16,3233000,909600
201504,94029,565489,1,2.43,"WNW","GLUCKSTADT",32.53,-90.12,3231800,907200
201504,94029,565490,1,0,"N","MARIS TOWN",32.6,-90.03,3236000,901800
201504,94029,565494,1,2.76,"ESE","TURNETTA",32.6094,-89.9543,3236564,8957258
201504,94029,565494,2,1.69,"S","SHARON",32.6257,-89.9334,3237542,8956004
201504,94029,565495,1,6.25,"N","ETHEL",33.21,-89.46,3312600,8927600
201504,94029,565498,1,1.5,"NNE","BERTICE",32.6496,-89.6589,3238976,8939534
201504,94029,565498,2,1.26,"N","PIGGTOWN",32.6682,-89.6221,3240092,8937326
201504,94029,565769,1,.58,"E","LUDLOW",32.57,-89.71,3234200,8942600
201504,94029,565770,1,1.47,"SSW","WIGGINS",32.6807,-89.6408,3240842,8938448
201504,94029,565770,2,.65,"S","WIGGINS",32.6907,-89.6312,3241442,8937872
201504,94029,565771,1,1.81,"NE","HORSESHOE",32.57,-89.4,3234200,8924000
201504,94029,565772,1,1.5,"NNE","WALNUT GROVE",32.6,-89.46,3236000,8927600
201504,94029,565773,1,.73,"N","GILL",32.6904,-89.5277,3241424,8931662
201504,94029,565773,2,.59,"NE","FREENY",32.7059,-89.4726,3242354,8928356
201504,94029,565774,1,2.23,"SE","FAIRGROUNDS",32.7,-89.19,3242000,8911400
201504,94029,565775,1,0,"N","UNION",32.57,-89.12,3234200,897200
201504,94029,565776,1,1.5,"SSE","LINWOOD",32.65,-89.14,3239000,898400
201504,94029,565778,1,1.46,"ENE","MC DONALD",32.6796,-89.1077,3240776,896462
201504,94029,565779,1,1.69,"SSE","MC DONALD",32.6488,-89.1155,3238928,896930
201504,94029,565779,2,3.9,"S","OCOBLA",32.6945,-89.0175,3241670,891050
201504,94029,565782,1,1.88,"ESE","RIO",32.61,-88.84,3236600,8850400
201504,94029,565786,1,1.75,"WSW","CLEVELAND",32.7395,-88.8574,3244370,8851444
201504,94029,565786,2,.88,"WSW","CLEVELAND",32.7433,-88.8429,3244598,8850574
201504,94029,565787,1,2.23,"NW","LIBERTY",32.67,-88.78,3240200,8846800
201504,94029,565788,1,.46,"SSE","HERO",32.2143,-89.066,3212858,893960
201504,94030,565469,1,1.31,"WNW","DERMOTT",33.5251,-91.4519,3331506,9127114
201504,94030,565469,2,.29,"NW","DERMOTT",33.5232,-91.4332,3331392,9125992
201504,94030,565469,3,.86,"NE","DERMOTT",33.527,-91.4176,3331620,9125056
201504,94030,565469,4,1.71,"NE","DERMOTT",33.538,-91.4097,3332280,9124582
201504,94030,565469,5,1.2,"N","DERMOTT",33.5374,-91.431,3332244,9125860
201504,94031,565462,1,.96,"S","WARDVILLE",32.8563,-91.9171,3251378,9155026
201505,94112,575902,1,1.38,"S","YARNALLTON",38.08,-84.58,384800,8434800
201505,94112,575903,1,.88,"NW","CYNTHIANA",38.39,-84.31,3823400,8418600
201505,94112,575904,1,2.58,"ESE","WINCHESTER",37.96,-84.14,3757600,848400
201505,94112,575905,1,.69,"N","CYNTHIANA",38.39,-84.3,3823400,8418000
201505,94112,575906,1,1.48,"NNW","STRATHMOOR MANOR",38.22,-85.63,3813200,8537800
201505,94112,575907,1,.88,"SW","PEWEE VLY",38.31,-85.49,3818600,8529400
201505,94112,575908,1,.88,"SW","GLENARM",38.34,-85.48,3820400,8528800
201505,94112,575909,1,0,"N","NEW CASTLE",38.43,-85.17,3825800,8510200
201505,94112,575911,1,1.38,"N","CAMPBELLSVILLE",37.35,-85.35,3721000,8521000
201505,94112,575912,1,1.76,"SE","WYANDOTTE",38.03,-84.23,381800,8413800
201505,94112,575913,1,0,"N","STEDMANTOWN",38.22,-84.82,3813200,8449200
201505,94115,566006,1,2.07,"NE","WEST SIDE",42.14,-120.47,428400,12028200
201504,94118,572559,1,1.15,"NNE","JAYNES",32.3141,-111.0194,3218846,1111164
201504,94118,572559,2,1.23,"NNE","JAYNES",32.3151,-111.019,3218906,1111140
201504,94121,566034,1,2.7,"SE","CAIRO",36.9779,-89.1396,3658674,898376
201504,94121,566034,2,2.9,"ESE","CAIRO",36.9853,-89.1307,3659118,897842
201504,94121,566034,3,1.05,"NE","CAIRO",37.0111,-89.1669,37666,8910014
201504,94121,566034,4,1.06,"E","CAIRO",36.9976,-89.161,3659856,899660
201504,94121,566035,1,0,"N","OLMSTED",37.18,-89.08,3710800,894800
201504,94121,566035,2,.97,"S","OLMSTED",37.1661,-89.0775,379966,894650
201504,94121,566035,3,2.59,"SE","NEW GRAND CHAIN",37.2213,-88.9896,3713278,8859376
201504,94121,566035,4,1.67,"SSE","NEW GRAND CHAIN",37.2292,-89.0044,3713752,89264
201504,94121,566036,1,0,"N","BROOKPORT",37.12,-88.63,377200,8837800
201504,94121,566036,2,1.22,"SE","METROPOLIS",37.1395,-88.7122,378370,8842732
201504,94121,566036,3,1.48,"E","METROPOLIS",37.1461,-88.7036,378766,8842216
201504,94121,566036,4,.88,"NW","BROOKPORT",37.128,-88.6425,377680,8838550
201504,94121,566037,1,0,"N","GOLCONDA",37.37,-88.48,3722200,8828800
201504,94121,566037,2,.72,"ESE","TANSILL",37.297,-88.5175,3717820,8831050
201504,94121,566037,3,1.31,"E","TANSILL",37.2965,-88.5066,3717790,8830396
201504,94121,566037,4,.53,"SE","GOLCONDA",37.3647,-88.4729,3721882,8828374
201504,94121,566038,1,0,"N","SHAWNEETOWN",37.7,-88.13,3742000,887800
201504,94121,566038,2,2.97,"NNE","SALINE MINES",37.6613,-88.1646,3739678,889876
201504,94121,566038,3,3.05,"SSW","SHAWNEETOWN",37.6605,-88.1546,3739630,889276
201504,94121,566038,4,.37,"SE","SHAWNEETOWN",37.6966,-88.1248,3741796,887488
201504,94121,566051,1,0,"N","CARMI",38.08,-88.17,384800,8810200
201504,94121,566051,2,3.6,"N","HERALD",38.0221,-88.1818,381326,8810908
201504,94121,566051,3,2.7,"E","BROWNSVILLE",38.0297,-88.2003,381782,8812018
201504,94121,566051,4,1.38,"SW","CARMI",38.067,-88.1893,384020,8811358
201504,94121,566053,1,0,"N","MAUNIE",38.03,-88.05,381800,883000
201504,94121,566053,2,.89,"ENE","MAUNIE",38.0332,-88.0341,381992,882046
201504,94121,566053,3,2.15,"E","MAUNIE",38.0289,-88.0104,381734,88624
201504,94121,566053,4,.41,"ESE","RISING SUN",37.9979,-88.023,3759874,881380
201504,94121,566053,5,.28,"WNW","RISING SUN",38.0016,-88.0348,3896,882088
201504,94121,566057,1,1.68,"E","MT CARMEL",38.4202,-87.7389,3825212,8744334
201504,94121,566057,2,2.16,"SSE","PATTON",38.4517,-87.7329,3827102,8743974
201504,94121,566057,3,1.91,"SSW","PATTON",38.4539,-87.7615,3827234,8745690
201504,94121,566057,4,.87,"ENE","MT CARMEL",38.4251,-87.7554,3825506,8745324
201504,94126,566059,1,0,"N","OWENSBORO",37.77,-87.12,3746200,877200
201504,94126,566059,2,1.6,"NW","OWENSBORO",37.787,-87.14,3747220,878400
201504,94126,566059,3,.81,"N","OWENSBORO",37.7817,-87.1216,3746902,877296
201504,94126,566059,4,2.24,"N","DOYLE",37.782,-87.0766,3746920,874596
201504,94126,566060,1,0,"N","SMITHLAND",37.13,-88.4,377800,8824000
201504,94126,566060,2,1.39,"WNW","SMITHLAND",37.1368,-88.4238,378208,8825428
201504,94126,566060,3,.27,"NE","BAYOU",37.2331,-88.477,3713986,8828620
201504,94126,566060,4,.94,"N","BIRDSVILLE",37.2333,-88.4533,3713998,8827198
201504,94126,566062,1,2.05,"NNW","CECIL",37.1286,-88.6803,377716,8840818
201504,94126,566062,2,1.85,"N","TYLER",37.0766,-88.5752,374596,8834512
201504,94126,566062,3,2.55,"N","TYLER",37.087,-88.5793,375220,8834758
201504,94126,566062,4,1.98,"N","CECIL",37.1286,-88.672,377716,8840320
201504,94127,566063,1,1.24,"WSW","UNIONTOWN",37.7631,-87.951,3745786,8757060
201504,94127,566063,2,2.15,"W","UNIONTOWN",37.7683,-87.9693,3746098,8758158
201504,94127,566063,3,1.89,"W","UNIONTOWN",37.7718,-87.9645,3746308,8757870
201504,94127,566063,4,.51,"WNW","UNIONTOWN",37.7729,-87.9387,3746374,8756322
201504,94127,566065,1,.39,"W","PARADISE",37.27,-86.9871,3716200,8659226
201504,94127,566065,2,1.8,"SE","MARTWICK",37.3123,-86.9959,3718738,8659754
201504,94127,566065,3,2.15,"SE","MARTWICK",37.3112,-86.9887,3718672,8659322
201504,94127,566065,4,.15,"NW","PARADISE",37.2717,-86.9817,3716302,8658902
201504,94127,566066,1,0,"SSW","LIVERMORE",37.48,-87.13,3728800,877800
201504,94127,566066,2,.72,"S","POVERTY",37.5598,-87.3276,3733588,8719656
201504,94127,566066,3,2.4,"S","POVERTY",37.5353,-87.3303,3732118,8719818
201504,94127,566066,4,1.6,"E","ISLAND",37.4509,-87.1209,3727054,877254
201504,94132,566076,1,0,"N","NEWBURGH",37.95,-87.42,3757000,8725200
201504,94132,566076,2,.57,"S","NEWBURGH",37.9418,-87.4186,3756508,8725116
201504,94132,566076,3,3,"SW","DAYVILLE",37.9206,-87.3605,3755236,8721630
201504,94132,566076,4,2.8,"WSW","DAYVILLE",37.9299,-87.3647,3755794,8721882
201504,94132,566081,1,1.61,"N","CYPRESS",37.9428,-87.6246,3756568,8737476
201504,94132,566081,2,1.25,"ESE","VAUGHAN",37.8911,-87.6101,3753466,8736606
201503,93641,562534,2,.69,"WNW","METROPOLIS",37.1527,-88.7421,379162,8844526
201503,93641,562534,3,.11,"N","METROPOLIS",37.1516,-88.7297,379096,8843782
201503,93641,562534,4,.57,"NW","BROOKPORT",37.1256,-88.6377,377536,8838262
201503,93641,562535,1,0,"N","MOUND CITY",37.08,-89.17,374800,8910200
201503,93641,562535,2,.89,"NE","AMERICA",37.1372,-89.1067,378232,896402
201503,93641,562535,3,2.08,"E","LEVINGS",37.2156,-89.0325,3712936,891950
201503,93641,562535,4,2.88,"ESE","LEVINGS",37.2074,-89.0202,3712444,891212
201503,93641,562535,5,1.49,"E","MOUND CITY",37.0782,-89.1431,374692,898586
201503,93641,562536,1,2.44,"ESE","CAIRO",36.9875,-89.1386,3659250,898316
201503,93641,562536,2,2.09,"ESE","CAIRO",36.9839,-89.1479,3659034,898874
201503,93641,562536,3,.62,"NNE","CAIRO",37.008,-89.175,37480,8910500
201503,93641,562536,4,1,"NE","CAIRO",37.0105,-89.1674,37630,8910044
201503,93642,562553,1,0,"N","NEWBURGH",37.95,-87.42,3757000,8725200
201503,93642,562553,2,1.55,"SSE","YANKEETOWN",37.8987,-87.2912,3753922,8717472
201503,93642,562553,3,1.97,"S","YANKEETOWN",37.8917,-87.2967,3753502,8717802
201503,93642,562553,4,.57,"SSE","NEWBURGH",37.942,-87.4175,3756520,8725050
201503,93642,562554,1,4.99,"S","SMYTHE",37.928,-87.4745,3755680,8728470
201503,93642,562554,2,5.73,"S","SMYTHE",37.9171,-87.4745,3755026,8728470
201503,93642,562554,3,1.91,"W","CYPRESS",37.9236,-87.6647,3755416,8739882
201503,93642,562554,4,1.39,"SSW","HOWELL",37.9523,-87.6421,3757138,8738526
201503,93642,562556,1,0,"N","MT VERNON",37.93,-87.9,3755800,8754000
201503,93642,562556,2,.26,"SE","HOVEY",37.8973,-87.9267,3753838,8755602
201503,93642,562556,3,.3,"NNE","HOVEY",37.9039,-87.9274,3754234,8755644
201503,93642,562556,4,.61,"SW","MT VERNON",37.925,-87.9092,3755500,8754552
201504,93643,562555,1,2.52,"SSE","CLEARWATER BEACH",27.9478,-82.8105,2756868,8248630
201503,93644,562558,1,.58,"N","OWENSBORO",37.7785,-87.1195,3746710,877170
201503,93644,562558,2,0,"N","OWENSBORO",37.77,-87.12,3746200,877200
201503,93644,562558,3,1.66,"SSE","GRIFFITH",37.7989,-87.2054,3747934,8712324
201503,93644,562558,4,3.17,"NNE","NEWMAN",37.8705,-87.2726,3752230,8716356
201503,93644,562558,5,2.31,"ENE","GRIFFITH",37.8347,-87.182,3750082,8710920
201503,93644,562559,1,1.07,"NW","HENDERSON",37.8396,-87.5954,3750376,8735724
201503,93644,562559,2,3.35,"SSE","WHITE CITY",37.9044,-87.5593,3754264,8733558
201503,93644,562559,3,3.03,"NW","BASKETT",37.9014,-87.5089,3754084,8730534
201503,93644,562559,4,3.06,"W","BASKETT",37.8694,-87.526,3752164,8731560
201503,93644,562560,1,0,"N","UNIONTOWN",37.77,-87.93,3746200,8755800
201503,93644,562560,2,2.49,"WNW","UNIONTOWN",37.7801,-87.9737,3746806,8758422
201503,93644,562560,3,4.67,"W","UNIONTOWN",37.7729,-88.0154,3746374,88924
201503,93644,562560,4,2.9,"WSW","UNIONTOWN",37.7523,-87.9782,3745138,8758692
201503,93644,562561,1,0,"N","FORDS FERRY",37.47,-88.08,3728200,884800
201503,93644,562561,2,.72,"N","CASAD",37.4603,-88.1675,3727618,8810050
201503,93644,562561,3,.49,"ESE","CASAD",37.4471,-88.1619,3726826,889714
201503,93644,562561,4,.87,"SSE","FORDS FERRY",37.458,-88.0753,3727480,884518
201503,93644,562563,1,.5,"SW","LEDBETTER",37.0449,-88.4864,372694,8829184
201503,93644,562563,2,.42,"ENE","SMITHLAND",37.133,-88.3933,377980,8823598
201503,93644,562563,3,3.04,"W","JOY",37.3582,-88.4345,3721492,8826070
201503,93644,562563,4,4.06,"NNW","BAYOU",37.285,-88.5059,3717100,8830354
201503,93644,562564,1,0,"N","RAGLAND",37.17,-88.9,3710200,8854000
201503,93644,562564,2,2.66,"NNE","RAGLAND",37.2057,-88.8821,3712342,8852926
201503,93644,562564,3,1.96,"E","ROWLANDTOWN",37.1009,-88.5944,376054,8835664
201503,93644,562564,4,3.18,"E","REIDLAND",37.0135,-88.4729,37810,8828374
201503,93644,562564,5,1.68,"SE","OAKS",36.9559,-88.5251,3657354,8831506
201503,93644,562565,1,0,"N","OSCAR",37.13,-89.03,377800,891800
201503,93644,562565,2,3.65,"W","OSCAR",37.1373,-89.0957,378238,895742
201503,93644,562565,3,2.84,"NNW","OGDEN",37.2194,-88.9645,3713164,8857870
201503,93644,562565,4,6.76,"NE","INGLESIDE",37.1756,-88.819,3710536,8849140
201503,93648,562600,1,0,"N","ISLAND",37.45,-87.15,3727000,879000
201503,93648,562600,2,0,"N","LIVERMORE",37.48,-87.13,3728800,877800
201503,93648,562600,3,1.93,"ENE","CALHOUN",37.5397,-87.2369,3732382,8714214
201503,93648,562600,4,0,"N","CALHOUN",37.53,-87.27,3731800,8716200
201503,93648,562601,1,1.9,"NNW","KNIGHTSBURG",37.2445,-86.9455,3714670,8656730
201503,93648,562601,2,2.2,"S","PARADISE",37.2385,-86.974,3714310,8658440
201503,93648,562601,3,0,"N","CENTRAL CITY",37.3,-87.13,3718000,877800
201503,93648,562601,4,2.01,"E","SOUTH CARROLLTON",37.3352,-87.114,3720112,876840
201503,93648,562601,5,3.02,"N","NELSON",37.3734,-87.0557,3722404,873342
201503,93648,562601,6,2.13,"NE","MARTWICK",37.3538,-86.9952,3721228,8659712
201503,93649,562606,1,0,"N","MT CARMEL",38.42,-87.77,3825200,8746200
201503,93649,562606,2,0,"N","KEENSBURG",38.35,-87.87,3821000,8752200
201503,93649,562606,3,.98,"SSE","ROCHESTER",38.3363,-87.8254,3820178,8749524
201503,93649,562606,4,2.07,"E","MT CARMEL",38.417,-87.732,3825020,8743920
201503,93649,562607,1,0,"N","MAUNIE",38.03,-88.05,381800,883000
201503,93649,562607,2,1.43,"SSW","RISING SUN",37.9805,-88.0389,3758830,882334
201503,93649,562607,3,1.83,"SE","RISING SUN",37.9783,-88.0108,3758698,88648
201503,93649,562607,4,4.84,"ESE","GARNERVILLE",38.0924,-87.9682,385544,8758092
201503,93649,562607,5,2.15,"SE","GARNERVILLE",38.0967,-88.0238,385802,881428
201503,93649,563117,1,2.11,"NE","GRIMSBY",37.7683,-89.4191,3746098,8925146
201503,93649,563117,2,1.81,"E","GRIMSBY",37.7542,-89.4174,3745252,8925044
201503,93649,563117,3,1.82,"W","MT CARBON",37.7525,-89.3631,3745150,8921786
201503,93649,563117,4,1.29,"WNW","MT CARBON",37.757,-89.352,3745420,8921120
201503,93649,563117,5,2.9,"W","MURPHYSBORO",37.7696,-89.3831,3746176,8922986
201503,93649,563120,1,0,"N","PLUMFIELD",37.88,-89,3752800,8900
201503,93649,563120,2,2.17,"N","ORIENT",37.951,-88.9731,3757060,8858386
201503,93649,563120,3,1.93,"SE","URBAIN",37.9507,-89.0044,3757042,89264
201503,93649,563120,4,2.29,"ESE","ROYALTON",37.8624,-89.0792,3751744,894752
201503,93649,563123,1,0,"N","CARMI",38.08,-88.17,384800,8810200
201503,93649,563123,2,.9,"SSE","CARMI MUNI ARPT",38.0876,-88.1454,385256,888724
201503,93649,563123,3,2.17,"WSW","EPWORTH",38.0565,-88.1361,383390,888166
201503,93649,563123,4,2.07,"N","HERALD",37.9997,-88.1742,3759982,8810452
201503,93649,563123,5,2.47,"NNE","IRON",38.0005,-88.2065,3830,8812390
201503,93650,562612,1,.33,"WSW","RED ASH",37.1176,-81.8852,377056,8153112
201503,93650,562612,2,.49,"E","RAVEN",37.0801,-81.8612,374806,8151672
201503,93650,562612,3,.43,"NW","CEDAR BLUFF",37.0848,-81.775,375088,8146500
201503,93650,562612,4,.55,"S","CAMP TAZEWELL",37.142,-81.6504,378520,8139024
201503,93650,562612,5,1.47,"W","AMONATE",37.1773,-81.6765,3710638,8140590
201503,93650,567868,1,1.62,"SE","SHUMATE",37.3047,-80.8477,3718282,8050862
201503,93650,567868,2,1.36,"E","SHUMATE",37.3186,-80.8453,3719116,8050718
201503,93650,567868,3,.58,"ENE","NARROWS",37.3347,-80.8111,3720082,8048666
201503,93650,567868,4,.53,"E","NARROWS",37.3287,-80.8105,3719722,8048630
201502,93651,562613,1,0,"N","BRINNON",47.68,-122.9,4740800,12254000
201502,93651,562613,2,3,"WSW","BRINNON",47.6634,-122.9596,4739804,12257576
201502,93651,562613,3,3.5,"SW","BRINNON",47.6442,-122.9532,4738652,12257192
201502,93651,562613,4,2,"S","BRINNON",47.6511,-122.9,4739066,12254000
201502,93651,562614,1,2,"WSW","BRINNON",47.6689,-122.9397,4740134,12256382
201502,93651,562614,2,3,"W","BRINNON",47.68,-122.9645,4740800,12257870
201502,93651,562614,3,4,"SW","BRINNON",47.6391,-122.9608,4738346,12257648
201502,93651,562614,4,2,"SSW","BRINNON",47.6533,-122.9165,4739198,12254990
201504,93659,562745,1,.89,"NW","HAPPY",34.74,-101.86,3444400,10151600
201504,93659,562745,2,4,"NNW","TULIA",34.5835,-101.7969,3435010,10147814
201504,93659,564207,1,4.06,"E","HALFWAY",34.19,-101.88,3411400,10152800
201504,93659,564207,2,1.34,"WSW","PLAINVIEW",34.19,-101.72,3411400,10143200
201504,93659,564230,1,.89,"NW","HAPPY",34.74,-101.86,3444400,10151600
201504,93659,564230,2,2.2,"NE","TULIA",34.55,-101.74,3433000,10144400
201504,93659,564233,1,13.73,"E","SOUTH PLAINS",34.23,-101.08,3413800,1014800
201504,93659,564233,2,15.42,"ENE","SOUTH PLAINS",34.28,-101.06,3416800,1013600
201504,93659,564235,1,3.5,"WNW","AIKEN",34.14,-101.56,348400,10133600
201504,93659,564235,2,3.41,"WNW","AIKEN",34.1402,-101.5584,348412,10133504
201504,93659,564255,1,.9,"NW","FLOMOT",34.23,-100.99,3413800,10059400
201504,93659,564255,2,2.76,"N","MATADOR",34.06,-100.82,343600,10049200
201504,93659,564265,1,0,"N","MATADOR",34.02,-100.82,341200,10049200
201504,93659,564265,2,2.99,"NNW","SUMMIT",34.01,-100.65,34600,10039000
201504,93659,564273,1,3.7,"ENE","WHITEFLAT",34.12,-100.82,347200,10049200
201504,93659,564273,2,1.99,"NW","WHITEFLAT",34.1164,-100.9087,346984,10054522
201505,94247,566811,1,1.82,"W","ENTERPRISE",31.317,-85.8707,3119020,8552242
201505,94249,566817,1,1.49,"WNW","MORVEN",30.9509,-83.5118,3057054,8330708
201505,94249,566819,1,2.24,"SE","BAINBRIDGE",30.8781,-84.5422,3052686,8432532
201505,94249,566819,2,2.04,"SE","LYNN",30.9558,-84.5901,3057348,8435406
201505,94249,566834,1,4,"E","NASHVILLE",31.2,-83.1823,3112000,8310938
201505,94250,566814,1,.25,"N","BONIFAY",30.7836,-85.68,3047016,8540800
201505,94250,566815,1,0,"N","MILLER CROSSROADS",30.94,-85.74,3056400,8544400
201505,94250,566830,1,0,"N","(TLH)TALLAHASSEE RGNL ARPT",30.39,-84.35,3023400,8421000
201505,94250,566881,1,3,"E","(TLH)TALLAHASSEE RGNL ARPT",30.39,-84.2997,3023400,8417982
201504,93888,574726,2,.76,"SE","DENTON",33.213,-97.1399,3312780,978394
201504,93888,574726,3,1.36,"ESE","DENTON",33.2119,-97.1285,3312714,977710
201504,93888,574726,4,1.77,"ENE","DENTON",33.2328,-97.1235,3313968,977410
201504,93889,571000,1,1.85,"NNE","VAN",32.5429,-95.6335,3232574,9538010
201504,93889,571000,2,1.28,"NE","VAN",32.5311,-95.6325,3231866,9537950
201504,93889,571000,3,2.09,"ENE","VAN",32.5349,-95.6189,3232094,9537134
201504,93889,571000,4,2.65,"NE","VAN",32.5476,-95.6185,3232856,9537110
201504,93889,571002,1,5.99,"NW","BEE HOUSE",31.47,-98.14,3128200,988400
201504,93889,571003,1,0,"N","GATESVILLE",31.43,-97.75,3125800,9745000
